datetime,pH,temperature,salinity,turbidity,isRaining
2022-06-20 05:00:00,7.13,28.8,37.6,12.2,0
2022-06-20 06:00:00,7.02,31.6,35.4,15.7,0
2022-06-20 07:00:00,7.16,30.9,36.8,10.9,0
2022-06-20 08:00:00,7.35,33.8,34.8,27.2,0
2022-06-20 09:00:00,7.32,31.2,38.5,19.6,0
2022-06-20 10:00:00,7.48,30.3,37.0,10.7,0
2022-06-20 11:00:00,7.41,35.8,38.0,16.4,0
2022-06-20 12:00:00,7.6,32.8,35.6,10.0,0
2022-06-20 13:00:00,7.47,33.5,35.6,13.6,0
2022-06-20 14:00:00,7.17,35.2,34.9,9.0,0
2022-06-20 15:00:00,7.16,30.1,35.0,23.3,0
2022-06-20 16:00:00,6.86,32.7,38.0,19.4,0
2022-06-20 17:00:00,7.14,29.6,35.4,11.0,0
2022-06-20 18:00:00,7.29,29.8,33.2,11.7,0
2022-06-20 19:00:00,7.27,29.3,37.0,13.7,0
2022-06-20 20:00:00,6.92,25.6,36.6,16.2,0
2022-06-20 21:00:00,7.18,26.3,35.9,13.2,0
2022-06-20 22:00:00,6.91,30.2,35.3,10.8,0
2022-06-20 23:00:00,7.25,29.1,36.6,13.8,0
2022-06-21 00:00:00,7.1,26.9,36.0,20.1,0
2022-06-21 01:00:00,7.01,27.6,34.2,14.9,0
2022-06-21 02:00:00,6.81,26.6,35.1,13.1,0
2022-06-21 03:00:00,6.99,30.7,36.2,22.6,0
2022-06-21 04:00:00,7.2,28.1,36.4,11.0,0
2022-06-21 05:00:00,7.32,29.6,35.2,14.6,0
2022-06-21 06:00:00,7.06,32.2,38.6,10.5,0
2022-06-21 07:00:00,7.41,29.2,36.3,10.5,0
2022-06-21 08:00:00,7.19,34.5,36.0,21.7,0
2022-06-21 09:00:00,7.67,29.0,35.1,9.4,0
2022-06-21 10:00:00,7.26,36.0,38.1,5.9,0
2022-06-21 11:00:00,7.22,32.3,37.9,19.6,0
2022-06-21 12:00:00,7.49,32.7,34.7,7.8,0
2022-06-21 13:00:00,7.43,29.2,34.3,19.2,0
2022-06-21 14:00:00,6.61,31.7,32.1,54.8,2
2022-06-21 15:00:00,6.7,29.9,35.0,42.8,2
2022-06-21 16:00:00,7.34,30.3,36.1,14.5,0
2022-06-21 17:00:00,7.14,30.5,34.7,10.3,0
2022-06-21 18:00:00,7.24,31.9,35.6,9.9,0
2022-06-21 19:00:00,7.18,29.7,36.2,17.4,0
2022-06-21 20:00:00,7.21,29.1,36.9,11.2,0
2022-06-21 21:00:00,7.16,25.8,36.8,22.7,0
2022-06-21 22:00:00,7.13,25.5,35.1,12.1,0
2022-06-21 23:00:00,7.13,30.6,35.8,14.8,0
2022-06-22 00:00:00,7.03,25.6,34.0,9.4,0
2022-06-22 01:00:00,6.96,30.3,35.5,15.1,0
2022-06-22 02:00:00,6.96,27.1,35.6,13.9,0
2022-06-22 03:00:00,7.05,27.9,34.9,11.1,0
2022-06-22 04:00:00,7.15,30.6,33.6,14.9,0
2022-06-22 05:00:00,7.22,31.8,35.9,13.2,0
2022-06-22 06:00:00,7.37,29.8,36.9,12.3,0
2022-06-22 07:00:00,6.92,22.7,35.0,18.6,0
2022-06-22 08:00:00,6.95,31.5,34.6,9.0,0
2022-06-22 09:00:00,7.24,32.9,35.9,17.9,0
2022-06-22 10:00:00,7.37,34.3,37.3,10.0,0
2022-06-22 11:00:00,6.96,32.9,36.2,13.0,0
2022-06-22 12:00:00,7.35,34.1,36.9,16.2,0
2022-06-22 13:00:00,7.05,36.3,37.1,14.6,0
2022-06-22 14:00:00,7.27,33.4,35.9,18.9,0
2022-06-22 15:00:00,7.02,32.7,36.3,16.3,0
2022-06-22 16:00:00,7.2,28.4,34.8,9.0,0
2022-06-22 17:00:00,7.22,25.7,33.9,12.2,0
2022-06-22 18:00:00,7.24,30.7,34.8,14.3,0
2022-06-22 19:00:00,6.49,28.9,31.2,103.2,3
2022-06-22 20:00:00,6.9,27.7,33.0,17.4,0
2022-06-22 21:00:00,7.04,28.3,33.3,13.0,0
2022-06-22 22:00:00,6.84,27.3,35.3,20.2,0
2022-06-22 23:00:00,6.92,29.3,37.2,8.6,0
2022-06-23 00:00:00,7.1,27.3,34.1,10.1,0
2022-06-23 01:00:00,6.95,25.7,38.4,12.9,0
2022-06-23 02:00:00,7.32,29.2,36.9,14.6,0
2022-06-23 03:00:00,7.22,27.3,35.4,14.8,0
2022-06-23 04:00:00,7.05,29.4,34.7,8.6,0
2022-06-23 05:00:00,7.36,28.3,34.7,13.4,0
2022-06-23 06:00:00,7.08,28.8,35.1,15.4,0
2022-06-23 07:00:00,7.06,30.9,35.7,11.1,0
2022-06-23 08:00:00,7.12,31.6,36.0,13.7,0
2022-06-23 09:00:00,7.26,33.0,36.2,17.3,0
2022-06-23 10:00:00,6.62,32.2,33.9,86.5,2
2022-06-23 11:00:00,6.61,29.2,32.7,41.0,2
2022-06-23 12:00:00,6.64,32.3,33.2,53.7,2
2022-06-23 13:00:00,7.39,34.5,36.4,16.7,0
2022-06-23 14:00:00,7.54,31.9,35.1,10.9,0
2022-06-23 15:00:00,7.21,31.5,37.5,17.9,0
2022-06-23 16:00:00,7.08,33.4,34.9,15.1,0
2022-06-23 17:00:00,6.64,29.3,28.7,84.5,3
2022-06-23 18:00:00,6.48,26.8,29.0,66.5,3
2022-06-23 19:00:00,6.99,28.9,29.8,68.5,3
2022-06-23 20:00:00,7.27,27.5,36.1,11.8,0
2022-06-23 21:00:00,7.2,25.9,35.3,9.5,0
2022-06-23 22:00:00,7.1,27.0,34.2,6.6,0
2022-06-23 23:00:00,6.83,28.1,37.4,13.4,0
2022-06-24 00:00:00,7.14,26.9,36.1,11.0,0
2022-06-24 01:00:00,7.02,27.5,34.4,9.9,0
2022-06-24 02:00:00,7.2,31.0,33.2,17.1,0
2022-06-24 03:00:00,7.15,27.0,34.3,13.0,0
2022-06-24 04:00:00,6.93,29.1,35.2,9.9,0
2022-06-24 05:00:00,7.34,28.3,35.3,12.7,0
2022-06-24 06:00:00,7.33,28.5,36.2,11.4,0
2022-06-24 07:00:00,7.21,29.6,36.6,14.6,0
2022-06-24 08:00:00,7.25,30.6,32.2,20.4,0
2022-06-24 09:00:00,7.43,32.8,35.8,10.0,0
2022-06-24 10:00:00,7.15,37.2,38.2,14.1,0
2022-06-24 11:00:00,7.34,31.4,34.7,15.6,0
2022-06-24 12:00:00,6.8,32.1,32.6,42.0,2
2022-06-24 13:00:00,6.74,32.6,30.9,51.4,2
2022-06-24 14:00:00,7.47,33.3,36.3,13.3,0
2022-06-24 15:00:00,7.16,32.6,37.3,20.2,0
2022-06-24 16:00:00,7.09,34.2,33.9,16.6,0
2022-06-24 17:00:00,7.32,26.1,37.4,10.9,0
2022-06-24 18:00:00,7.16,25.0,34.0,12.1,0
2022-06-24 19:00:00,7.09,28.3,35.5,9.6,0
2022-06-24 20:00:00,6.86,30.6,35.5,12.8,0
2022-06-24 21:00:00,7.12,24.5,34.8,8.5,0
2022-06-24 22:00:00,7.01,21.3,36.0,12.8,0
2022-06-24 23:00:00,6.86,28.2,38.2,15.3,0
2022-06-25 00:00:00,6.86,27.4,34.6,11.9,0
2022-06-25 01:00:00,6.84,25.0,37.2,13.0,0
2022-06-25 02:00:00,7.26,25.5,36.8,13.3,0
2022-06-25 03:00:00,6.92,25.9,35.8,15.8,0
2022-06-25 04:00:00,6.83,28.6,36.8,6.0,0
2022-06-25 05:00:00,7.07,27.9,37.1,16.6,0
2022-06-25 06:00:00,7.16,31.1,36.1,21.9,0
2022-06-25 07:00:00,7.44,25.0,36.2,14.1,0
2022-06-25 08:00:00,7.27,29.9,37.5,9.4,0
2022-06-25 09:00:00,6.98,29.7,38.2,18.7,0
2022-06-25 10:00:00,7.14,32.0,35.4,13.1,0
2022-06-25 11:00:00,7.53,31.8,35.7,12.5,0
2022-06-25 12:00:00,7.27,34.3,35.1,17.3,0
2022-06-25 13:00:00,7.14,29.1,36.1,15.0,0
2022-06-25 14:00:00,7.13,32.6,34.2,18.4,0
2022-06-25 15:00:00,7.2,33.1,32.5,9.7,0
2022-06-25 16:00:00,7.07,35.2,38.1,13.3,0
2022-06-25 17:00:00,7.16,29.7,35.6,9.3,0
2022-06-25 18:00:00,7.07,30.6,35.9,6.5,0
2022-06-25 19:00:00,7.3,25.6,37.1,10.5,0
2022-06-25 20:00:00,6.76,23.7,34.6,13.8,0
2022-06-25 21:00:00,7.25,29.4,34.8,19.5,0
2022-06-25 22:00:00,7.37,27.3,35.6,20.4,0
2022-06-25 23:00:00,6.85,29.4,36.4,13.6,0
2022-06-26 00:00:00,6.78,24.2,35.5,10.7,0
2022-06-26 01:00:00,6.96,27.9,35.6,14.6,0
2022-06-26 02:00:00,6.94,31.1,35.9,21.9,0
2022-06-26 03:00:00,7.19,28.7,38.8,13.9,0
2022-06-26 04:00:00,6.81,28.9,36.4,19.5,0
2022-06-26 05:00:00,7.09,29.1,33.8,18.1,0
2022-06-26 06:00:00,7.19,26.6,34.5,16.1,0
2022-06-26 07:00:00,7.18,33.5,35.9,15.2,0
2022-06-26 08:00:00,6.69,30.1,36.2,66.2,1
2022-06-26 09:00:00,6.79,33.1,34.0,35.0,1
2022-06-26 10:00:00,7.37,29.4,34.2,31.2,1
2022-06-26 11:00:00,6.66,30.4,34.6,38.3,1
2022-06-26 12:00:00,7.26,35.7,32.8,19.4,1
2022-06-26 13:00:00,7.2,32.3,35.7,13.2,0
2022-06-26 14:00:00,7.0,35.5,33.7,13.1,0
2022-06-26 15:00:00,7.04,31.8,35.3,11.6,0
2022-06-26 16:00:00,7.29,27.7,34.0,16.0,0
2022-06-26 17:00:00,7.01,32.6,36.5,27.3,0
2022-06-26 18:00:00,7.12,28.7,36.0,11.1,0
2022-06-26 19:00:00,6.97,30.6,36.4,12.1,0
2022-06-26 20:00:00,7.27,28.5,37.7,11.7,0
2022-06-26 21:00:00,6.84,24.9,35.4,12.8,0
2022-06-26 22:00:00,6.9,27.6,35.8,9.8,0
2022-06-26 23:00:00,6.9,31.3,37.2,9.9,0
2022-06-27 00:00:00,6.89,28.0,36.2,14.5,0
2022-06-27 01:00:00,6.82,26.9,35.2,8.1,0
2022-06-27 02:00:00,6.98,29.6,35.3,11.0,0
2022-06-27 03:00:00,6.98,28.2,36.0,21.0,0
2022-06-27 04:00:00,7.05,28.9,35.3,12.5,0
2022-06-27 05:00:00,7.06,26.7,34.7,8.6,0
2022-06-27 06:00:00,6.91,30.2,36.5,18.9,0
2022-06-27 07:00:00,7.02,32.8,36.1,14.0,0
2022-06-27 08:00:00,6.95,29.7,36.6,10.7,0
2022-06-27 09:00:00,7.05,34.8,38.3,15.2,0
2022-06-27 10:00:00,6.83,32.3,34.6,7.9,0
2022-06-27 11:00:00,7.25,31.0,34.8,15.1,0
2022-06-27 12:00:00,7.24,34.8,33.6,10.6,0
2022-06-27 13:00:00,7.11,32.5,34.2,17.0,0
2022-06-27 14:00:00,7.37,34.0,34.5,33.1,0
2022-06-27 15:00:00,7.12,31.4,34.8,29.3,0
2022-06-27 16:00:00,7.17,31.2,34.1,18.9,0
2022-06-27 17:00:00,7.04,31.7,35.2,24.5,0
2022-06-27 18:00:00,7.07,30.5,37.5,15.5,0
2022-06-27 19:00:00,7.18,25.1,36.8,9.7,0
2022-06-27 20:00:00,6.85,26.3,36.9,8.8,0
2022-06-27 21:00:00,7.02,29.6,37.2,13.8,0
2022-06-27 22:00:00,7.04,26.9,36.3,8.2,0
2022-06-27 23:00:00,7.12,26.0,34.8,8.6,0
2022-06-28 00:00:00,7.02,24.0,37.1,16.4,0
2022-06-28 01:00:00,6.81,24.8,35.6,11.4,0
2022-06-28 02:00:00,6.98,23.2,33.2,10.5,0
2022-06-28 03:00:00,6.69,27.5,33.7,13.1,0
2022-06-28 04:00:00,6.95,27.2,33.7,10.3,0
2022-06-28 05:00:00,7.23,27.2,35.3,17.9,0
2022-06-28 06:00:00,7.32,30.0,32.0,10.2,0
2022-06-28 07:00:00,7.11,31.5,36.3,12.4,0
2022-06-28 08:00:00,7.39,35.6,34.9,15.5,0
2022-06-28 09:00:00,7.2,28.8,35.8,11.1,0
2022-06-28 10:00:00,7.25,34.8,35.1,23.6,0
2022-06-28 11:00:00,6.93,34.7,36.4,25.9,0
2022-06-28 12:00:00,7.12,31.4,34.4,14.9,0
2022-06-28 13:00:00,7.32,33.3,36.1,25.5,0
2022-06-28 14:00:00,7.18,31.7,34.8,16.5,0
2022-06-28 15:00:00,7.32,32.4,35.0,14.2,0
2022-06-28 16:00:00,6.88,34.2,38.1,20.2,0
2022-06-28 17:00:00,6.81,31.8,34.9,14.9,0
2022-06-28 18:00:00,7.14,30.7,36.8,14.6,0
2022-06-28 19:00:00,6.71,28.3,34.3,13.4,0
2022-06-28 20:00:00,7.19,25.5,34.1,11.4,0
2022-06-28 21:00:00,6.98,27.2,33.0,10.4,0
2022-06-28 22:00:00,7.15,29.8,33.7,7.9,0
2022-06-28 23:00:00,7.02,23.9,35.6,7.2,0
2022-06-29 00:00:00,6.95,24.6,34.9,9.2,0
2022-06-29 01:00:00,6.94,27.2,35.8,7.0,0
2022-06-29 02:00:00,7.18,25.2,35.5,10.6,0
2022-06-29 03:00:00,7.15,26.1,36.4,9.0,0
2022-06-29 04:00:00,7.12,27.4,32.8,15.1,0
2022-06-29 05:00:00,7.05,26.5,35.3,14.8,0
2022-06-29 06:00:00,7.3,28.0,33.7,10.9,0
2022-06-29 07:00:00,7.14,32.1,35.3,23.3,0
2022-06-29 08:00:00,7.27,28.7,35.2,10.8,0
2022-06-29 09:00:00,7.17,28.9,34.9,17.7,0
2022-06-29 10:00:00,6.99,31.2,38.3,12.2,0
2022-06-29 11:00:00,7.21,34.3,36.1,17.8,0
2022-06-29 12:00:00,7.46,32.5,36.0,15.5,0
2022-06-29 13:00:00,7.37,31.9,35.3,11.9,0
2022-06-29 14:00:00,7.07,32.8,36.6,20.3,0
2022-06-29 15:00:00,7.11,28.6,35.1,12.6,0
2022-06-29 16:00:00,7.15,32.2,37.6,13.2,0
2022-06-29 17:00:00,6.96,31.4,35.8,18.3,0
2022-06-29 18:00:00,7.07,29.0,36.7,9.9,0
2022-06-29 19:00:00,6.87,31.3,33.2,16.9,0
2022-06-29 20:00:00,7.03,26.2,33.4,14.3,0
2022-06-29 21:00:00,6.96,30.1,33.7,12.3,0
2022-06-29 22:00:00,7.01,27.5,35.9,12.8,0
2022-06-29 23:00:00,7.05,26.4,34.2,8.7,0
2022-06-30 00:00:00,7.01,26.7,33.8,24.7,0
2022-06-30 01:00:00,6.64,26.7,34.9,8.0,0
2022-06-30 02:00:00,6.76,29.6,35.3,10.7,0
2022-06-30 03:00:00,7.09,25.6,35.1,21.9,0
2022-06-30 04:00:00,7.13,26.8,35.7,24.3,0
2022-06-30 05:00:00,7.06,31.2,35.8,10.6,0
2022-06-30 06:00:00,7.29,28.7,37.2,18.4,0
2022-06-30 07:00:00,7.1,32.4,37.0,17.4,0
2022-06-30 08:00:00,7.48,34.7,37.1,12.5,0
2022-06-30 09:00:00,7.26,31.1,34.5,12.7,0
2022-06-30 10:00:00,7.1,33.8,36.9,14.9,0
2022-06-30 11:00:00,7.55,30.4,32.2,21.4,0
2022-06-30 12:00:00,7.24,34.3,36.6,22.7,0
2022-06-30 13:00:00,7.43,33.2,37.0,12.6,0
2022-06-30 14:00:00,7.09,33.2,37.8,15.7,0
2022-06-30 15:00:00,7.3,30.7,34.9,12.6,0
2022-06-30 16:00:00,5.57,28.2,34.4,6.3,0
2022-06-30 17:00:00,7.13,31.6,33.0,18.2,0
2022-06-30 18:00:00,7.04,25.8,33.6,11.4,0
2022-06-30 19:00:00,6.81,28.4,34.7,10.4,0
2022-06-30 20:00:00,7.14,30.4,35.7,14.0,0
2022-06-30 21:00:00,6.95,28.1,33.8,9.5,0
2022-06-30 22:00:00,6.82,31.1,35.4,24.5,0
2022-06-30 23:00:00,6.98,29.0,35.5,19.2,0
2022-07-01 00:00:00,6.95,25.5,35.2,15.6,0
2022-07-01 01:00:00,6.99,27.0,35.7,11.0,0
2022-07-01 02:00:00,6.97,27.1,36.4,12.7,0
2022-07-01 03:00:00,7.32,24.5,35.5,8.4,0
2022-07-01 04:00:00,7.02,26.5,36.7,12.9,0
2022-07-01 05:00:00,7.19,27.9,35.1,11.2,0
2022-07-01 06:00:00,7.11,25.7,33.7,12.2,0
2022-07-01 07:00:00,6.81,30.6,35.9,18.9,0
2022-07-01 08:00:00,7.39,30.7,36.0,15.2,0
2022-07-01 09:00:00,7.2,28.4,35.9,11.8,0
2022-07-01 10:00:00,7.4,33.3,35.0,11.3,0
2022-07-01 11:00:00,7.32,34.1,34.4,7.0,0
2022-07-01 12:00:00,7.27,33.4,35.4,21.1,0
2022-07-01 13:00:00,7.43,32.1,37.4,15.7,0
2022-07-01 14:00:00,6.9,33.5,35.9,23.6,0
2022-07-01 15:00:00,7.28,33.3,34.9,12.5,0
2022-07-01 16:00:00,7.2,31.9,34.1,7.8,0
2022-07-01 17:00:00,7.03,28.9,36.3,16.2,0
2022-07-01 18:00:00,7.06,30.5,35.0,10.4,0
2022-07-01 19:00:00,7.22,31.5,35.0,22.7,0
2022-07-01 20:00:00,6.86,27.3,33.7,9.9,0
2022-07-01 21:00:00,6.85,31.8,35.5,14.2,0
2022-07-01 22:00:00,7.25,26.0,35.7,15.2,0
2022-07-01 23:00:00,6.64,26.9,34.7,14.5,0
2022-07-02 00:00:00,6.97,25.4,34.9,12.5,0
2022-07-02 01:00:00,7.0,27.3,35.9,12.5,0
2022-07-02 02:00:00,7.04,23.6,35.7,17.5,0
2022-07-02 03:00:00,6.69,26.6,34.9,11.8,0
2022-07-02 04:00:00,6.99,26.1,37.8,13.0,0
2022-07-02 05:00:00,7.1,29.3,35.0,21.4,0
2022-07-02 06:00:00,7.06,31.7,33.9,15.5,0
2022-07-02 07:00:00,7.27,31.8,36.0,9.5,0
2022-07-02 08:00:00,7.26,26.7,33.8,16.8,0
2022-07-02 09:00:00,7.22,36.0,37.9,14.6,0
2022-07-02 10:00:00,6.98,32.9,36.8,17.9,0
2022-07-02 11:00:00,7.15,31.2,34.2,11.6,0
2022-07-02 12:00:00,7.23,33.1,35.3,13.0,0
2022-07-02 13:00:00,7.16,33.0,34.5,15.5,0
2022-07-02 14:00:00,7.25,31.0,34.3,12.6,0
2022-07-02 15:00:00,7.01,32.2,35.3,13.7,0
2022-07-02 16:00:00,7.11,30.0,35.3,20.8,0
2022-07-02 17:00:00,7.13,29.5,34.7,13.9,0
2022-07-02 18:00:00,7.12,28.4,34.2,7.6,0
2022-07-02 19:00:00,7.08,26.0,36.2,16.8,0
2022-07-02 20:00:00,7.39,28.5,32.6,17.6,0
2022-07-02 21:00:00,6.84,28.8,34.8,20.8,0
2022-07-02 22:00:00,6.91,28.1,35.4,12.5,0
2022-07-02 23:00:00,6.95,28.5,34.6,11.6,0
2022-07-03 00:00:00,6.88,27.5,36.9,16.1,0
2022-07-03 01:00:00,7.19,25.9,35.9,13.2,0
2022-07-03 02:00:00,6.44,28.7,35.9,19.3,0
2022-07-03 03:00:00,6.9,24.9,36.2,17.9,0
2022-07-03 04:00:00,7.03,26.3,37.1,13.2,0
2022-07-03 05:00:00,7.27,27.0,35.0,8.6,0
2022-07-03 06:00:00,7.15,31.8,37.1,18.1,0
2022-07-03 07:00:00,6.78,32.3,34.7,17.5,0
2022-07-03 08:00:00,7.14,32.2,32.4,18.4,0
2022-07-03 09:00:00,6.89,34.0,35.4,10.8,0
2022-07-03 10:00:00,7.41,30.7,35.6,16.7,0
2022-07-03 11:00:00,7.33,33.3,38.1,9.3,0
2022-07-03 12:00:00,7.15,32.5,35.2,12.5,0
2022-07-03 13:00:00,7.48,34.2,35.4,16.2,0
2022-07-03 14:00:00,7.15,32.1,37.0,16.7,0
2022-07-03 15:00:00,7.06,31.1,38.0,17.4,0
2022-07-03 16:00:00,7.0,32.3,34.9,10.0,0
2022-07-03 17:00:00,6.74,32.2,34.8,21.2,0
2022-07-03 18:00:00,7.14,28.3,34.1,11.4,0
2022-07-03 19:00:00,6.86,28.7,34.5,11.6,0
2022-07-03 20:00:00,7.08,25.9,33.6,11.4,0
2022-07-03 21:00:00,7.44,22.4,34.6,7.6,0
2022-07-03 22:00:00,6.95,27.5,35.1,11.1,0
2022-07-03 23:00:00,6.88,28.0,32.8,14.5,0
2022-07-04 00:00:00,7.0,27.3,34.6,20.0,0
2022-07-04 01:00:00,7.14,22.8,33.4,14.1,0
2022-07-04 02:00:00,6.97,26.3,35.5,17.1,0
2022-07-04 03:00:00,7.1,23.1,36.8,8.4,0
2022-07-04 04:00:00,6.94,30.9,35.5,15.8,0
2022-07-04 05:00:00,7.11,26.6,36.4,13.9,0
2022-07-04 06:00:00,7.13,32.2,34.9,13.8,0
2022-07-04 07:00:00,7.1,32.3,34.8,13.6,0
2022-07-04 08:00:00,6.97,29.4,33.6,7.9,0
2022-07-04 09:00:00,7.18,29.5,37.2,15.8,0
2022-07-04 10:00:00,7.28,32.9,35.9,15.7,0
2022-07-04 11:00:00,7.12,30.8,35.0,15.0,0
2022-07-04 12:00:00,7.33,33.0,35.9,20.1,0
2022-07-04 13:00:00,7.36,31.4,35.5,20.3,0
2022-07-04 14:00:00,7.27,28.5,33.6,11.2,0
2022-07-04 15:00:00,7.53,27.4,34.4,28.6,0
2022-07-04 16:00:00,7.13,31.5,36.9,18.1,0
2022-07-04 17:00:00,6.99,29.2,35.6,7.9,0
2022-07-04 18:00:00,7.08,28.6,35.7,14.7,0
2022-07-04 19:00:00,7.05,30.3,38.6,21.7,0
2022-07-04 20:00:00,6.84,30.4,35.4,15.3,0
2022-07-04 21:00:00,7.12,27.0,37.5,9.6,0
2022-07-04 22:00:00,6.6,26.5,36.5,10.6,0
2022-07-04 23:00:00,6.84,27.8,35.8,11.3,0
2022-07-05 00:00:00,7.1,23.6,35.6,9.1,0
2022-07-05 01:00:00,6.91,27.1,32.9,13.6,0
2022-07-05 02:00:00,6.73,28.2,32.2,21.2,0
2022-07-05 03:00:00,6.76,28.9,33.8,9.3,0
2022-07-05 04:00:00,7.23,24.3,35.6,10.7,0
2022-07-05 05:00:00,7.04,27.3,36.2,29.6,0
2022-07-05 06:00:00,7.06,27.8,35.6,10.9,0
2022-07-05 07:00:00,7.09,30.6,33.9,10.2,0
2022-07-05 08:00:00,7.37,32.2,33.1,15.9,0
2022-07-05 09:00:00,7.11,34.6,33.7,10.3,0
2022-07-05 10:00:00,7.07,31.2,37.3,12.3,0
2022-07-05 11:00:00,7.41,31.4,33.3,18.5,0
2022-07-05 12:00:00,7.24,34.9,37.5,7.6,0
2022-07-05 13:00:00,7.17,33.0,35.9,12.5,0
2022-07-05 14:00:00,7.27,34.7,36.6,6.7,0
2022-07-05 15:00:00,7.29,32.1,35.7,21.6,0
2022-07-05 16:00:00,7.14,28.9,36.4,11.2,0
2022-07-05 17:00:00,7.35,27.7,34.8,12.7,0
2022-07-05 18:00:00,7.17,26.4,34.2,11.5,0
2022-07-05 19:00:00,7.07,30.3,34.9,9.4,0
2022-07-05 20:00:00,6.89,30.5,35.5,16.3,0
2022-07-05 21:00:00,6.98,31.1,32.4,13.2,0
2022-07-05 22:00:00,6.74,28.8,34.2,15.8,0
2022-07-05 23:00:00,6.76,29.0,35.4,16.6,0
2022-07-06 00:00:00,7.04,25.4,35.0,14.4,0
2022-07-06 01:00:00,6.76,24.3,35.1,12.2,0
2022-07-06 02:00:00,6.8,28.8,34.4,12.7,0
2022-07-06 03:00:00,6.85,28.2,34.2,8.8,0
2022-07-06 04:00:00,7.03,28.4,35.5,15.0,0
2022-07-06 05:00:00,7.31,29.5,34.2,13.0,0
2022-07-06 06:00:00,7.05,30.3,33.0,21.5,0
2022-07-06 07:00:00,6.76,32.9,35.9,20.9,0
2022-07-06 08:00:00,7.27,33.8,33.0,23.6,0
2022-07-06 09:00:00,7.07,32.7,35.0,17.6,0
2022-07-06 10:00:00,7.28,33.8,36.5,21.9,0
2022-07-06 11:00:00,7.26,33.5,34.5,15.3,0
2022-07-06 12:00:00,7.12,31.5,34.8,27.7,0
2022-07-06 13:00:00,6.99,34.0,37.3,8.1,0
2022-07-06 14:00:00,7.12,29.4,36.8,19.2,0
2022-07-06 15:00:00,7.42,33.9,37.3,12.3,0
2022-07-06 16:00:00,7.09,28.5,35.0,13.1,0
2022-07-06 17:00:00,7.08,30.8,37.8,12.7,0
2022-07-06 18:00:00,7.21,27.8,34.9,9.0,0
2022-07-06 19:00:00,7.01,29.8,36.0,11.0,0
2022-07-06 20:00:00,6.69,28.0,36.1,8.5,0
2022-07-06 21:00:00,6.8,24.3,37.3,9.0,0
2022-07-06 22:00:00,7.0,27.9,36.4,4.9,0
2022-07-06 23:00:00,6.8,25.5,34.5,11.5,0
2022-07-07 00:00:00,7.15,28.3,35.9,9.4,0
2022-07-07 01:00:00,6.75,26.5,37.6,10.1,0
2022-07-07 02:00:00,6.8,27.7,36.3,21.7,0
2022-07-07 03:00:00,6.8,25.3,34.4,9.7,0
2022-07-07 04:00:00,7.1,26.7,35.2,7.8,0
2022-07-07 05:00:00,6.94,28.0,33.7,26.0,0
2022-07-07 06:00:00,7.34,31.1,35.1,22.3,0
2022-07-07 07:00:00,7.22,33.7,36.0,21.4,0
2022-07-07 08:00:00,7.21,29.4,36.6,12.6,0
2022-07-07 09:00:00,6.86,33.7,36.6,11.1,0
2022-07-07 10:00:00,7.18,27.7,35.1,6.5,0
2022-07-07 11:00:00,6.9,29.9,33.2,7.4,0
2022-07-07 12:00:00,7.44,30.5,34.5,15.8,0
2022-07-07 13:00:00,7.34,29.8,34.0,10.1,0
2022-07-07 14:00:00,7.34,28.8,35.3,14.6,0
2022-07-07 15:00:00,7.02,32.4,34.9,14.6,0
2022-07-07 16:00:00,7.15,30.5,37.9,10.0,0
2022-07-07 17:00:00,7.1,30.9,35.4,11.7,0
2022-07-07 18:00:00,7.0,30.8,35.6,10.4,0
2022-07-07 19:00:00,7.02,29.2,36.8,13.6,0
2022-07-07 20:00:00,6.73,29.5,36.4,13.7,0
2022-07-07 21:00:00,6.97,27.2,33.1,18.7,0
2022-07-07 22:00:00,7.08,24.5,34.3,10.2,0
2022-07-07 23:00:00,6.83,28.8,33.4,17.3,0
2022-07-08 00:00:00,7.11,25.2,36.6,13.6,0
2022-07-08 01:00:00,6.71,24.6,35.9,17.5,0
2022-07-08 02:00:00,7.21,26.5,32.8,11.2,0
2022-07-08 03:00:00,6.65,25.4,33.5,7.9,0
2022-07-08 04:00:00,7.01,27.1,33.8,9.5,0
2022-07-08 05:00:00,7.04,29.4,36.1,11.8,0
2022-07-08 06:00:00,7.05,30.1,34.7,21.8,0
2022-07-08 07:00:00,6.43,28.4,31.6,66.3,2
2022-07-08 08:00:00,6.74,29.9,31.2,53.8,2
2022-07-08 09:00:00,6.44,33.6,33.3,43.0,2
2022-07-08 10:00:00,7.0,32.8,32.8,117.5,2
2022-07-08 11:00:00,6.44,36.4,30.4,30.5,2
2022-07-08 12:00:00,7.39,35.0,36.6,13.7,0
2022-07-08 13:00:00,7.0,34.5,33.9,24.4,0
2022-07-08 14:00:00,7.12,29.1,36.1,15.9,0
2022-07-08 15:00:00,6.68,32.9,34.9,32.6,0
2022-07-08 16:00:00,7.3,30.9,34.5,14.2,0
2022-07-08 17:00:00,7.14,28.9,36.0,10.0,0
2022-07-08 18:00:00,6.67,29.9,35.6,13.7,0
2022-07-08 19:00:00,6.79,30.6,36.0,16.7,0
2022-07-08 20:00:00,6.68,29.0,34.6,8.0,0
2022-07-08 21:00:00,6.92,25.7,33.1,11.5,0
2022-07-08 22:00:00,6.88,28.3,36.5,12.7,0
